아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
tldm*****,상위 5%,24.06.26,블랙,크림(1장 더 구매시 추가할인!),정사이즈예요,보통이에요,화면과 비슷해요,165cm,53kg,상의 55,"📍소재: 골지 나시 소재

📍핏: 제 부유방을 커버해주지는 못해서 단독으로 입지 않고 가디건 입었어요. 이너 용으로는 무난해요. 그거 외에는 몸에 딱 맞아서 가슴 크고 허리 얇아보여서 좋아요.

근데 겨드랑이 부분이 불편해서 손이 자주 가지 않아요. 겨살 부유방 많은 사람은 불편할 수도 있어요"
cVFQkyqW,,24.06.11,오트밀,크림(1장 더 구매시 추가할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,49kg,상의 55,겨드랑이가 살짝 끼지만 괜찮아요! 엄청 크롭기장 아니라서 딱 좋아요 하이웨스트 바지 입고 입으면 딱 예쁩니다!! ㅎㅎ 이건 오트밀 색이예요 이쁩니다! 같이산 크림?색은 생각보다 색상이 노래서 .. 별로라 친구 줬어요
F175,상위 5%,24.06.05,살구베이지,1장만 구매,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,43kg,상의 44,"슬리브리스라 막연히 크롭이겠거니 했는데 배꼽 덮는 길이더라구요 하의 안에 넣어입으면 깔끔하게 배 덮을 수도 있고, 안 넣어입으면 점점 말려올라가서 크롭이 됩니다 ㅋㅋ 숙여도 딱 붙어있어서 부담없고 핏 예뻐요 더 핑크빛인 컬러 추가되면 좋겠어요~~~!"
S226r9Zh,상위 25%,24.06.02,크림,블랙(1장 더 구매시 추가할인!),작아요,보통이에요,화면과 비슷해요,,,,환불할까 고민하다 택배비때문에 그냥 입어요. 일단 일자라인때문에 부유방이 잘가려지는건 맞지만 딱 그거 한개만 장점인 것 같아요. 라인이 일자이기도 하고 어깨끈 위치도 좀 어정쩡하고 입었을때 뭔가 좀 이상하다는 느낌 받았어요. 보통체형보다 마른편인데 흉통은 좀 커서 그런가 사이즈도 너무 작아서 당황했어요. 입다보면 늘어나긴하겠지만 옷이 늘어나는게 좋은건 아니잖아요.
QZUTcBOl,상위 1%,24.05.18,크림,1장만 구매,작아요,아주 만족해요,화면과 비슷해요,164cm,47kg,상의 44,"크림색 샀어요 ! 소재가 부드러워요.. 근데 저 마른편인데.. 숨쉬기 힘들어요... 엄청 조인다는 얘기... 
설명대로 부유방도 가리고 날씬해보이지만 ,, 나 브라여깄엉 하고 비침니다.. 브라형태가... 색도 물론 비치구요 속옷 고민은 해봐야겠어요..!"
dRp61bgM,상위 30%,24.05.13,블랙,블랙(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,164cm,49kg,상의 55,짱짱하니 입었을때 뭔가 살을 잘 받쳐주는거 같아서 좋습니다. 전에 크림이랑 아이보리 샀는데요. 블랙이 필요해서 구입 했어요. 혹시 늘어지거나 변형이 오면 입을라고 같은거 두개 구입했습니다.
R9mEvr08,상위 10%,24.05.12,화이트,블랙(1장 더 구매시 -2000원 할인!),정사이즈예요,보통이에요,화면과 비슷해요,168cm,51kg,상의 55,"슬리브리스 치고는 부유방을 잘 가려주는 편이긴 합니다! 퀄리티는 쏘쏘한데 화이트는 한 번 세탁했고, 검은색는 아직 안했는데 세탁하면 이정도 줄어듭니다. 원래 기장도 짧은 편이라 저는 별로 신경 안쓰긴 합니다ㅎ"
nlFx3XI0,상위 20%,24.05.07,화이트,1장만 구매,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,46kg,상의 44,"여러분 이거 진짜 굿ദ്ദി֊ ̫ ֊ ) .. ♡ 
길이 딱 크롭도 아니고 길지도 않고 바지에 넣입했을때 처럼 딱 적당한 길이 그리고 짱짱해서 입을 땐 잘 늘어나고 입고 나서는 몸매에 맞게 잡아줌요.. 이건 기대 안 했는데 겨드랑이 살 ㄹㅇ 잡아줌 그냥 핏 미쳣ㅜㅜ 근데 브라 말고 브라탑을 입거나 끈 얇은 브라 입어줘야 이쁨 ! 아무튼 이거.. 혁명.."
ZLeAbN41,,24.05.03,크림,오트밀(1장 더 구매시 추가할인),정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,50kg,상의 55,"옷 자체가 작게 나와서 부유방을 비롯한 살들을 꽉 잡아주고요, 착용감이 좋습니다~ 가지고 있는 파인 옷들도 이 나시와 함께라면 편하게 입을 수 있을 것 같아요- 배송이 느리다고 들었는데 저는 생각보다 빨리 왔어요! 다만 키 크신 분들은 크롭처럼 느껴지실 것 같아요!"
쌍둥이자리,상위 25%,24.04.25,화이트,오트밀(1장 더 구매시 -2000원 할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,55kg,상의 55,"솔직히 가격이 워낙 저렴하다 보니까 ‘만원인데 질이 얼마나 좋겠어.. 그냥 한철 입고 버려야지’ 하는 마음으로 주문했는데… 진짜 택배 받자마자 깜짝 놀랐어요..! 이게 만원짜리 나시의 퀄리티가 맞나요?!

먼저, 나시가 진짜 탄탄하고 소재도 도톰하니 튼튼해요!! 화이트 색상도 속옷비침 전혀 없고, 짱짱하니까 몸을 숙여도 속옷이 노출될 염려도 전혀 없습니다.

특히 부유방!! 저 진짜 어마어마한 부유방 부자라 작년에 타브랜드에서 구매했던 부유방 커버해준다는 나시도 저한테는 부유방 부각 대박이라 옷장에 쳐박아 두고 있는데..ㅋㅋㅋㅋ 퍼빗은 진짜 감쪽같이 커버해줍니다…

그 외 핏은 말모말모.. 

음 굳이굳이 단점을 찾자면 짱짱하고 도톰한 소재이다 보니 한여름에는 조금 더울 수도 있겠다 정도..? 벌써 2주동안 서너번 입었는데도 아직 그 외의 단점은 못찾겠네요..! 

장점밖에 없는 나시라.. 그냥 구매할 때 깔별로 구매하시는 걸 추천합니다!!"
Lefthedu,상위 5%,24.04.25,화이트,1장만 구매,정사이즈예요,보통이에요,화면과 비슷해요,168cm,61kg,상의 66,"나시치고 질 좋고 쫀쫀해요! 보통 나시는 너무 얇아서 흰 색을 사기 꺼려졌는데 퍼빗은 약간 도톰해서 비칠 걱정을 더니 좋더라고요.

핏도 이쁘고 부유방 부각도 없어서 재구매 의향 있습니다! 유일한 단점이라면 배송비네요ㅠㅠ"
MPgKMjBj,상위 30%,24.04.24,화이트,블랙(1장 더 구매시 추가할인!),정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,43kg,상의 44,"엄~청 쫀쫀하고 바디라인을 잘 잡아주는 나시입니다.
저는 네 컬러 소장했는데 가볍게 가디건 걸치기도, 여름에 단독으로 입기도 너무 좋아요 
암홀 부분이 다른 나시보다 좁아서 부유방 가려주고 팔뚝도 얇아보여요! 세심한데 이런 디테일 덕분에 퍼빗 옷은 항상 핏이 예뻐서 만족하네요 :)"
